date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19810606,1981,81015,USA,NTS,ISC,37.3,-116.3,5.5,4.2,0,20,150,WEAPONS DEVELOPMENT PROGRAM,HARZER,SHAFT
19810630,1981,81016,USSR,SEMI KAZAKH,ISC,49.72,78.09,5.2,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19810708,1981,81018,FRANCE,MURUROA,ISC,-22.18,-138.73,5.3,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,LYNCEE,SHAFT
19810710,1981,81019,USA,NTS,ISC,37.1,-116,0,0,0.341,0,20,WEAPONS DEVELOPMENT PROGRAM,NIZA,SHAFT
19810711,1981,81020,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,ERYX,SHAFT
19810716,1981,81021,USA,NTS,ISC,37.1,-116,0,0,0.204,0,20,WEAPONS DEVELOPMENT PROGRAM,PINEAU,SHAFT
19810717,1981,81022,USSR,SEMI KAZAKH,ISC,49.79,78.17,5.2,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19810718,1981,81023,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,THERAS,SHAFT
19810803,1981,81024,FRANCE,MURUROA,ISC,-21.89,-138.88,5.3,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,AGENOR,SHAFT
19810805,1981,81025,USA,NTS,ISC,37.2,-116,0,0,0.2,0,20,WEAPONS DEVELOPMENT PROGRAM,HAVARTI,SHAFT
19810814,1981,81026,USSR,SEMI KAZAKH,ISC,49.75,78.07,5,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19810827,1981,81027,USA,NTS,ISC,37.2,-116.1,0,0,0.294,0,20,WEAPONS DEVELOPMENT PROGRAM,ISLAY,SHAFT
19810902,1981,81028,USSR,PERM RUSS,ISC,60.59,55.7,4.4,0,0,3.2,3.2,PEACEFUL NUCLEAR EXPLOSION,GELIY,SHAFT
19810904,1981,81029,USA,NTS,ISC,37.1,-116,0,0,0.305,0,20,WEAPONS DEVELOPMENT PROGRAM,TREBBIANO,SHAFT
19810913,1981,81030,USSR,SEMI KAZAKH,ISC,49.89,78.98,6.1,4.9,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19810924,1981,81031,USA,NTS,ISC,37,-116,0,0,0.213,0,20,WEAPONS DEVELOPMENT PROGRAM,CERNADA,SHAFT
19810926,1981,81032,USSR,ASTRAK RUSS,ISC,46.82,48.28,5.2,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19810926,1981,81033,USSR,ASTRAK RUSS,ISC,46.79,48.27,5.3,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19811001,1981,81035,USSR,NZ RUSS,ISC,73.32,54.55,6,3.8,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19811001,1981,81036,USA,NTS,ISC,37.1,-116,4.9,0,0.472,20,150,WEAPONS DEVELOPMENT PROGRAM,PALIZA,SHAFT
19811016,1981,81051,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SOVIET NUCLEAR STUDY,NA,TUNNEL
19811018,1981,81037,USSR,SEMI KAZAKH,ISC,49.88,78.89,6.1,4.7,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19811022,1981,81038,USSR,KRASNO RUSS,ISC,63.79,97.54,5.1,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,SHPAT,SHAFT
19811106,1981,81052,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,LETO,SHAFT
19811111,1981,81039,FRANCE,MURUROA,UGS,-21.917,-138.996,4.5,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PROCLES,SHAFT
19811111,1981,81040,USA,NTS,UGS,37.076,-116.068,4.8,0,0.445,20,150,WEAPONS DEVELOPMENT PROGRAM,TILCI,SHAFT
19811112,1981,81041,UK,NTS,UGS,37.108,-116.049,5.3,4.4,0.518,20,150,WEAPONS DEVELOPMENT PROGRAM,ROUSANNE,SHAFT
19811120,1981,81042,USSR,SEMI KAZAKH,UGS,49.736,78.183,4.9,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19811129,1981,81043,USSR,SEMI KAZAKH,UGS,49.86,78.857,5.6,4,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19811203,1981,81044,USA,NTS,ISC,37.1,-116.1,4.6,0,0.494,20,150,WEAPONS DEVELOPMENT PROGRAM,AKAVI,SHAFT
19811205,1981,81045,FRANCE,MURUROA,ISC,-21.4,-139.4,4.6,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CILIX,SHAFT
19811208,1981,81046,FRANCE,MURUROA,ISC,-21.91,-138.88,5.2,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CADMOS,SHAFT
19811216,1981,81047,USA,NTS,ISC,37.1,-116.1,4.4,0,0.335,0,20,WEAPONS DEVELOPMENT PROGRAM,CABOA,SHAFT
19811222,1981,81048,USSR,SEMI KAZAKH,ISC,49.84,78.21,5.1,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19811227,1981,81049,USSR,SEMI KAZAKH,ISC,49.9,78.86,6.2,4.4,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19820128,1982,82001,USA,NTS,ISC,37.1,-116.1,5.9,4.5,0.64,139,133,WEAPONS DEVELOPMENT PROGRAM,JORNADA,SHAFT
19820212,1982,82002,USA,NTS,ISC,37.2,-116.5,5.4,0,0.651,20,150,WEAPONS DEVELOPMENT PROGRAM,MOLBO,SHAFT
19820212,1982,82003,USA,NTS,ISC,37.3,-116.3,5.6,0,0.64,20,150,WEAPONS DEVELOPMENT PROGRAM,HOSTA,SHAFT
19820219,1982,82004,USSR,SEMI KAZAKH,ISC,49.83,78.12,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19820220,1982,82055,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,AEROPE,SHAFT
19820224,1982,82056,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,DEIPHOBE,SHAFT
19820320,1982,82005,FRANCE,MURUROA,ISC,-21.86,-139.03,4.9,5.2,0,0,20,WEAPONS DEVELOPMENT PROGRAM,RHESOS,SHAFT
19820323,1982,82057,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,EVENOS,SHAFT
19820331,1982,82058,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,AESON,SHAFT
19820417,1982,82006,USA,NTS,ISC,37,-116,4.5,0,0.357,0,20,WEAPONS DEVELOPMENT PROGRAM,TENAJA,SHAFT
19820425,1982,82007,USSR,SEMI KAZAKH,ISC,49.87,78.92,6.1,4.6,0,20,150,SOVIET NUCLEAR STUDY,NA,SHAFT
19820425,1982,82008,UK,NTS,ISC,37.3,-116.4,5.4,0,0.57,20,150,WEAPONS DEVELOPMENT PROGRAM,GIBNE,SHAFT
19820506,1982,82009,USA,NTS,ISC,37.1,-116.1,4.3,0,0.335,0,20,WEAPONS DEVELOPMENT PROGRAM,KRYDDOST,SHAFT
19820507,1982,82010,USA,NTS,ISC,37.1,-116,5.7,4.2,0.564,20,150,WEAPONS DEVELOPMENT PROGRAM,BOUSCHET,SHAFT
19820616,1982,82012,USA,NTS,UGS,37.114,-116.017,0,0,0.289,0,20,WEAPONS DEVELOPMENT PROGRAM,KESTI,SHAFT
19820624,1982,82013,USA,NTS,UGS,37.236,-116.37,5.6,4.5,0.64,20,150,WEAPONS DEVELOPMENT PROGRAM,NEBBIOLO,SHAFT
19820625,1982,82014,USSR,SEMI KAZAKH,UGS,49.795,78.158,4.9,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19820627,1982,82059,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,LAODICE,SHAFT
19820701,1982,82015,FRANCE,MURUROA,UGS,-21.766,-139.05,5.2,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,ANTILOKOS,SHAFT
19820704,1982,82016,USSR,SEMI KAZAKH,UGS,49.995,78.856,6.1,4.9,0,0.001,150,BRITISH/FRENCH/US NUCLEAR STUDY,NA,SHAFT
19820721,1982,82018,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,PITANE,SHAFT
19820725,1982,82019,FRANCE,MURUROA,UGS,-21.864,-138.943,5.6,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,LAIOS,SHAFT
19820729,1982,82020,USA,NTS,UGS,37.102,-116.075,4.5,0,0.4,20,150,WEAPONS DEVELOPMENT PROGRAM,MONTEREY,SHAFT
19820731,1982,82021,USSR,IRKUTS RUSS,UGS,53.813,104.132,5.1,3.8,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,RIFT,SHAFT
19820805,1982,82023,USA,NTS,UGS,37.084,-116.007,5.7,4.2,0.64,138,138,WEAPONS DEVELOPMENT PROGRAM,ATRISCO,SHAFT
19820811,1982,82024,USA,NTS,UGS,37.19,-116.048,0,0,0.216,0,20,WEAPONS DEVELOPMENT PROGRAM,QUESO,SHAFT
19820823,1982,82025,USSR,SEMI KAZAKH,UGS,49.747,77.971,4.7,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19820831,1982,82027,USSR,SEMI KAZAKH,UGS,49.92,78.812,5.4,3.5,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19820902,1982,82029,USA,NTS,UGS,37.02,-116.016,0,0,0.229,0,20,WEAPONS DEVELOPMENT PROGRAM,CERRO,SHAFT
19820904,1982,82031,USSR,KRASNO RUSS,UGS,69.206,81.647,5.2,3.5,0,16,16,PEACEFUL NUCLEAR EXPLOSION,RIFT,SHAFT
19820921,1982,82033,USSR,SEMI KAZAKH,UGS,49.854,78.216,5.2,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19820923,1982,82034,USA,NTS,UGS,37.212,-116.207,4.9,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,HURON LANDING,TUNNEL
19820923,1982,82035,USA,NTS,UGS,37.212,-116.207,4.9,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DIAMOND ACE,TUNNEL
19820923,1982,82036,USA,NTS,UGS,37.175,-116.088,4.9,0,0.451,20,150,WEAPONS DEVELOPMENT PROGRAM,FRISCO,SHAFT
19820925,1982,82037,USSR,KRASNO RUSS,UGS,64.313,91.834,5.1,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,RIFT,SHAFT
19820929,1982,82038,USA,NTS,UGS,37.091,-116.045,0,0,0.564,0,150,WEAPONS DEVELOPMENT PROGRAM,BORREGO,SHAFT
19821005,1982,82060,CHINA,LOP NOR,NRD,41.632,88.301,0,0,0,3,15,WEAPONS DEVELOPMENT PROGRAM,NA,UNDERGROUND
19821010,1982,82040,USSR,JAKUTS RUSS,UGS,61.553,112.864,5.3,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,NEVA,SHAFT
19821011,1982,82041,USSR,NZ RUSS,UGS,73.392,54.559,5.6,3.6,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19821016,1982,82042,USSR,ASTRAK RUSS,UGS,46.73,48.197,5.2,3,0,13.5,13.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19821016,1982,82043,USSR,ASTRAK RUSS,UGS,46.748,48.215,5.2,3,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19821016,1982,82044,USSR,ASTRAK RUSS,UGS,46.754,48.27,5.2,3.1,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19821016,1982,82045,USSR,ASTRAK RUSS,UGS,46.743,48.213,5.4,3.1,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19821112,1982,82047,USA,NTS,UGS,37.024,-116.032,4.4,0,0.336,0,20,WEAPONS DEVELOPMENT PROGRAM,SEYVAL,SHAFT
19821127,1982,82061,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,PROCRIS,SHAFT
19821205,1982,82051,USSR,SEMI KAZAKH,UGS,49.928,78.869,6.1,4.4,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19821210,1982,82052,USA,NTS,UGS,37.03,-116.072,4.6,0,0.413,20,150,WEAPONS DEVELOPMENT PROGRAM,MANTECA,SHAFT
19821225,1982,82053,USSR,SEMI KAZAKH,UGS,49.871,78.095,4.8,3.4,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19821226,1982,82054,USSR,SEMI KAZAKH,UGS,50.066,79.043,5.7,0,0,20,150,SOVIET NUCLEAR STUDY,NA,SHAFT
19830211,1983,83002,USA,NTS,UGS,37.051,-116.045,0,0,0.304,0,20,WEAPONS DEVELOPMENT PROGRAM,COALORA,SHAFT
19830217,1983,83003,USA,NTS,UGS,37.163,-116.063,4,0,0.343,0,20,WEAPONS DEVELOPMENT PROGRAM,CHEEDAM,SHAFT
19830311,1983,83055,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SOVIET NUCLEAR STUDY,NA,TUNNEL
19830326,1983,83005,USA,NTS,UGS,37.301,-116.46,5.1,0,0.542,20,150,WEAPONS DEVELOPMENT PROGRAM,CABRA,SHAFT
19830330,1983,83006,USSR,SEMI KAZAKH,HFS,49,79,5,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19830412,1983,83007,USSR,SEMI KAZAKH,HFS,49.815,78.222,4.9,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19830414,1983,83008,USA,NTS,UGS,37.073,-116.04,5.7,0,0.533,0,150,WEAPONS DEVELOPMENT PROGRAM,TURQUOISE,SHAFT
19830419,1983,83009,FRANCE,MURUROA,UGS,-21.847,-138.906,5.6,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,EURYTOS,SHAFT
19830422,1983,83010,UK,NTS,UGS,37.112,-116.022,4,0,0.265,0,20,WEAPONS DEVELOPMENT PROGRAM,ARMADA,SHAFT
19830425,1983,83057,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,AUTOMEDON,SHAFT
19830504,1983,83056,CHINA,LOP NOR,NRD,41.5,89,0,0,0,NA,NA,WEAPONS DEVELOPMENT PROGRAM,NA,UNDERGROUND
19830505,1983,83011,USA,NTS,UGS,37.012,-116.089,4.5,0,0.39,0,20,WEAPONS DEVELOPMENT PROGRAM,CROWDIE,SHAFT
19830525,1983,83012,FRANCE,MURUROA,UGS,-21.895,-138.918,5.9,4.1,0,0,150,WEAPONS DEVELOPMENT PROGRAM,CINYRAS,SHAFT
19830526,1983,83013,USA,NTS,UGS,37.103,-116.006,4.4,0,0.384,0,20,WEAPONS DEVELOPMENT PROGRAM,FAHADA,SHAFT
19830526,1983,83054,USA,NTS,DOE,37,-116,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MINI JADE,TUNNEL
19830530,1983,83014,USSR,SEMI KAZAKH,UGS,49.74,78.206,5.4,0,0,0.001,20,SOVIET NUCLEAR STUDY,NA,TUNNEL
19830609,1983,83015,USA,NTS,UGS,37.158,-116.089,4.5,0,0.32,0,20,WEAPONS DEVELOPMENT PROGRAM,DANABLU,SHAFT
19830612,1983,83016,USSR,SEMI KAZAKH,UGS,49.906,78.981,6.1,4.6,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19830618,1983,83058,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,BURISIS,SHAFT
19830624,1983,83017,USSR,SEMI KAZAKH,UGS,49.81,78.107,4.7,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19830628,1983,83018,FRANCE,MURUROA,UGS,-21.745,-138.917,5.4,4.5,0,0,20,WEAPONS DEVELOPMENT PROGRAM,OXYLOS,SHAFT
19830710,1983,83019,USSR,KAZAKH,UGS,51.308,53.273,5.3,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,LIRA,SHAFT
19830710,1983,83020,USSR,KAZAKH,UGS,51.34,53.27,5.3,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,LIRA,SHAFT
19830710,1983,83021,USSR,KAZAKH,UGS,51.344,53.291,5.2,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,LIRA,SHAFT
19830720,1983,83022,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BATTOS,SHAFT
19830803,1983,83024,USA,NTS,UGS,37.119,-116.084,4.2,0,0.326,0,20,WEAPONS DEVELOPMENT PROGRAM,LABAN,SHAFT
19830804,1983,83025,FRANCE,MURUROA,UGS,-21.835,-138.922,5.2,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,CARNABON,SHAFT
19830811,1983,83026,USA,NTS,UGS,36.998,-116.003,4.4,0,0.32,0,20,WEAPONS DEVELOPMENT PROGRAM,SABADO,SHAFT
19830818,1983,83027,USSR,NZ RUSS,UGS,73.383,54.913,5.9,4.2,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19830827,1983,83028,USA,NTS,UGS,37.192,-115.992,4.1,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,JARLSBERG,SHAFT
19830901,1983,83029,USA,NTS,UGS,37.273,-116.355,5.4,0,0.625,143,143,WEAPONS DEVELOPMENT PROGRAM,CHANCELLOR,SHAFT
19830911,1983,83030,USSR,SEMI KAZAKH,UGS,49.878,78.183,4.8,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19830921,1983,83031,USA,NTS,UGS,37.21,-116.209,0,0,0.405,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MIDNIGHT ZEPHYR,TUNNEL
19830921,1983,83052,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BRANCO/HERKIM,SHAFT
19830922,1983,83032,USA,NTS,UGS,37.106,-116.049,0,0,0.533,0,150,WEAPONS DEVELOPMENT PROGRAM,TECHADO,SHAFT
19830924,1983,83033,USSR,ASTRAK RUSS,UGS,46.816,48.291,5.1,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19830924,1983,83034,USSR,ASTRAK RUSS,UGS,46.817,48.279,5,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19830924,1983,83035,USSR,ASTRAK RUSS,UGS,46.86,48.272,4.9,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19830924,1983,83036,USSR,ASTRAK RUSS,UGS,46.78,48.3,5.2,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19830924,1983,83037,USSR,ASTRAK RUSS,UGS,46.796,48.297,5.2,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19830924,1983,83038,USSR,ASTRAK RUSS,UGS,46.837,48.231,5.2,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,VEGA,SHAFT
19830925,1983,83039,USSR,NZ RUSS,UGS,73.348,54.495,5.8,0,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19830929,1983,83053,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,NAVATA,SHAFT
19831006,1983,83040,USSR,SEMI KAZAKH,UGS,49.932,78.843,6,0,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19831006,1983,83041,CHINA,LOP NOR,UGS,41.566,88.766,5.5,0,0,20,100,WEAPONS DEVELOPMENT PROGRAM,NA,UNDERGROUND
19831026,1983,83042,USSR,SEMI KAZAKH,UGS,49.921,78.907,6.1,4.6,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19831102,1983,83059,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19831120,1983,83043,USSR,SEMI KAZAKH,UGS,50.066,79.036,5.5,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19831129,1983,83044,USSR,SEMI KAZAKH,UGS,49.764,78.169,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19831129,1983,83060,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19831203,1983,83045,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,LINOS,SHAFT
19831207,1983,83046,FRANCE,MURUROA,WTN,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,GYGES,SHAFT
19831209,1983,83047,USA,NTS,UGS,37.021,-115.975,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MUGGINS,SHAFT
19831216,1983,83048,USA,NTS,UGS,37.14,-116.072,5.1,0,0.515,20,150,WEAPONS DEVELOPMENT PROGRAM,ROMANO,SHAFT
19831226,1983,83049,USSR,SEMI KAZAKH,UGS,49.838,78.218,5.5,0,0,0.001,20,SOVIET NUCLEAR STUDY,NA,TUNNEL
19840131,1984,84001,USA,NTS,BKY,37,-116,4.4,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,GORBEA,SHAFT
19840215,1984,84002,USA,NTS,BKY,37,-116,4.6,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MIDAS MYTH/MILA,TUNNEL
19840219,1984,84003,USSR,SEMI KAZAKH,UGS,49.888,78.788,5.9,4.3,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19840301,1984,84004,USA,NTS,BKY,37,-116,5.5,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,TORTUGAS,SHAFT
19840307,1984,84005,USSR,SEMI KAZAKH,UGS,50.022,78.978,5.6,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19840329,1984,84006,USSR,SEMI KAZAKH,UGS,49.934,79.013,5.9,4.3,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19840331,1984,84007,USA,NTS,BKY,37,-116,4.1,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,AGRINI,SHAFT
19840415,1984,84008,USSR,SEMI KAZAKH,UGS,49.766,78.185,5.7,0,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19840425,1984,84009,USSR,SEMI KAZAKH,UGS,49.934,78.915,6,5,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19840501,1984,84010,UK,NTS,BKY,37,-116,5.3,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,MUNDO,SHAFT
19840502,1984,84011,USA,NTS,BKY,37,-116,3.3,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ORKNEY,SHAFT
19840508,1984,84012,FRANCE,MURUROA,WTN,0,0,5.3,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,DEMOPHON,SHAFT
19840512,1984,84013,FRANCE,MURUROA,UGS,-21.852,-138.961,5.7,3.8,0,0,150,WEAPONS DEVELOPMENT PROGRAM,MIDAS,SHAFT
19840516,1984,84014,USA,NTS,BKY,37,-116,3.5,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BELLOW,SHAFT
19840526,1984,84015,USSR,SEMI KAZAKH,UGS,49.98,79.06,6,0,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19840531,1984,84016,USA,NTS,BKY,37,-116,5.6,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,CAPROCK,SHAFT
19840612,1984,84017,FRANCE,MURUROA,WTN,0,0,4.7,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ARISTEE,SHAFT
19840616,1984,84018,FRANCE,MURUROA,UGS,-21.933,-138.992,5.3,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,ECHEMOS,SHAFT
19840620,1984,84019,USA,NTS,BKY,37,-116,4.5,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,DUORO,SHAFT
19840712,1984,84021,USA,NTS,BKY,37,-116,3.8,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NORMANNA,SHAFT
19840714,1984,84022,USSR,SEMI KAZAKH,UGS,49.891,78.963,6.2,4.6,0,0.001,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19840721,1984,84023,USSR,KAZAKHSTAN,UGS,51.356,53.249,5.4,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,LIRA,SHAFT
19840721,1984,84024,USSR,KAZAKHSTAN,UGS,51.374,53.257,5.3,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,LIRA,SHAFT
19840721,1984,84025,USSR,KAZAKHSTAN,UGS,51.353,53.271,5.3,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,LIRA,SHAFT
19840725,1984,84026,USA,NTS,BKY,37,-116,5.2,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,KAPPELI,SHAFT
19840802,1984,84027,USA,NTS,BKY,37,-116,4.4,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CORREO,SHAFT
19840811,1984,84028,USSR,KOMI RUSS,UGS,65.025,55.187,5.3,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,KVARTS,SHAFT
19840825,1984,84029,USSR,TYUMEN RUSS,UGS,61.889,72.149,5.3,0,0,8.5,8.5,PEACEFUL NUCLEAR EXPLOSION,KVARTS,SHAFT
19840826,1984,84059,USSR,NZ RUSS,NOA,74.1,53.8,3.8,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19840827,1984,84057,USSR,MURM RUSS,UGS,67.774,33.688,0,0,0,1.7,1.7,PEACEFUL NUCLEAR EXPLOSION,DNEPR-2,TUNNEL
19840828,1984,84030,USSR,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,PEACEFUL NUCLEAR EXPLOSION,GELIY,SHAFT
19840828,1984,84031,USSR,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,PEACEFUL NUCLEAR EXPLOSION,GELIY,SHAFT
19840830,1984,84032,USA,NTS,BKY,0,0,4.3,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,DOLCETTO,SHAFT
19840830,1984,84058,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,WEXFORD,SHAFT
19840909,1984,84033,USSR,SEMI KAZAKH,UGS,49.873,78.208,5,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19840913,1984,84034,USA,NTS,BKY,0,0,5,0,0,20,150,BRITISH/FRENCH/US NUCLEAR STUDY,BRETON,SHAFT
